text,label
I've been thinking a lot about this. My PhD advisor is leaving the university. Should I follow them or find a new advisor?,education
We're considering moving to North Carolina for the tax benefits. Is that a good enough reason? Has anyone been through this?,relocation
Should I propose even though I can't afford an expensive ring right now? What would you do?,relationship
Should I get vaccinated against flu even though I'm parent? Any advice?,health
Big decision ahead. Should I accept a job that requires me to move to France?,relocation
Should I force my kid to eat foods they hate or let them have preferences? Feeling so lost.,family
I've been thinking a lot about this. Should I sign a prenup? My partner is offended that I even brought it up.,relationship
I've been thinking a lot about this. Should I journal every morning or only when I feel like it?,lifestyle
Help! Should I go to the ER or wait for an urgent care appointment?,health
I'm being transferred and need to sell my house in a down market. Should I rent it out instead? I really need some perspective.,finance
I've been offered a transfer to our Seoul office. Should I uproot my family and move?,relocation
Help! I'm considering selling everything and living in a tiny house. Am I crazy?,lifestyle
Help! Should I stay with someone whose family hates me?,relationship
Not sure what to do. Should I declutter my entire house in one weekend or do it gradually?,lifestyle
Big decision ahead. I'm in a PhD program and hate it. Should I drop out with a master's?,education
My company offers an ESPP. Should I participate? Feeling so lost.,finance
Should I ship my furniture overseas or sell everything and start fresh? What would you do?,relocation
"My side hustle is making $10,000 per month. Should I go full-time? Feeling so lost.",career
I need advice. Should I be a stay-at-home parent or keep my career?,family
I need advice. I want to run a marathon but I've never run more than a mile. Where do I start?,health
Should I learn the language before moving to Thailand or learn when I get there? Feeling so lost.,relocation
Help! My partner said they want to 'take a break.' What does that even mean?,relationship
I need advice. Is it too late to become a analyst at 42?,career
I need advice. College is destroying my mental health. Should I prioritize my wellbeing or push through?,education
I'm 45 and thinking about completely changing careers from nonprofit to nonprofit. Am I crazy? Please help me decide.,career
I want to start investing but the market feels really high right now. Should I wait? Has anyone been through this?,finance
